GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=3 sig=0xd0ef5401
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp name=Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1867 notes=2 sig=0x9ce51b2b
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1666 notes=3 sig=0xa563d3d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=content.ini name=content.ini type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=4340 notes=2 sig=0x6bdbfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=include.jsp name=include.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=8058 notes=4 sig=0x310f4218
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case30-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp name=Case30-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1796 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case30-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1660 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case31-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case31-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1814 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case31-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=4 sig=0x991c62c6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case32-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp name=Case32-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1876 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case32-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1675 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case33-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp name=Case33-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1805 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case33-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1669 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case34-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case34-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1826 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case34-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1678 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case35-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp name=Case35-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1888 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case35-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp?target=\x5cnone892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1687 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case36-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp name=Case36-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1817 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case36-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1681 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case37-LFI-FileClass-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case37-LFI-FileClass-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1922 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case37-LFI-FileClass-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1684 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case38-LFI-FileClass-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case38-LFI-FileClass-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1934 notes=2 sig=0x9ce91b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case38-LFI-FileClass-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=4 sig=0xfc479dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case39-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case39-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1825 notes=2 sig=0x9ce81b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case39-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x62a28ce5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case39-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1834 notes=3 sig=0xad721a41
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=7 sig=0xfabf5d75
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=include.jsp name=include.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=8058 notes=4 sig=0x310f4218
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1835 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=1 sig=0x6b1bfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case42-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case42-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1844 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case42-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case43-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case43-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1847 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case43-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1699 notes=1 sig=0x62a608b5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case44-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case44-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1856 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case44-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1708 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case45-LFI-ContextStream-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case45-LFI-ContextStream-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1893 notes=2 sig=0x9cea1b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case45-LFI-ContextStream-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=\x5cactive\x5cLFI\x5cLFI-Detection-Evaluation-GET-200Valid\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1696 notes=0 sig=0xcfcf1c66
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case45-LFI-ContextStream-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1605 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case46-LFI-ContextStream-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case46-LFI-ContextStream-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1905 notes=2 sig=0x9ce81b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case46-LFI-ContextStream-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/active/LFI/LFI-Detection-Evaluation-GET-200Valid/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x62a28ce5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case46-LFI-ContextStream-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1605 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case47-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case47-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1837 notes=2 sig=0x9ce71b2c
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case47-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x86644394
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case47-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=include.jsp name=include.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=8058 notes=4 sig=0x310f4218
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case47-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case48-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case48-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1846 notes=2 sig=0x9ce71b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case48-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=4 sig=0xa96d815f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case48-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case49-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case49-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1847 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case49-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=1 sig=0x6b1bfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case50-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case50-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1856 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case50-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=4 sig=0x991c62c6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case51-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case51-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1859 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case51-LFI-ContextStream-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1711 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case52-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case52-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1868 notes=2 sig=0x9ceb1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case52-LFI-ContextStream-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1720 notes=3 sig=0x1d7b2b89
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case53-LFI-FileClass-FilenameContext-SlashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case53-LFI-FileClass-FilenameContext-SlashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1913 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case53-LFI-FileClass-FilenameContext-SlashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1675 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case54-LFI-FileClass-FilenameContext-BackslashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case54-LFI-FileClass-FilenameContext-BackslashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1925 notes=2 sig=0x9cea1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case54-LFI-FileClass-FilenameContext-BackslashTraversalRemoval-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x5b6b2f48
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case55-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case55-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1816 notes=2 sig=0x9ce81b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case55-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=2 sig=0x62a28ce5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case55-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1825 notes=2 sig=0x9ce21b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=7 sig=0x1e7d9204
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161086 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case57-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case57-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1826 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/Case57-LFI-FileClass-FilenameContext-UnixTraversalRemoval-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=1 sig=0x6b1bfc85
