GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=3 sig=0x6500bf01
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=111 name=111 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=112 name=112 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=113 name=113 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=114 name=114 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=115 name=115 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=116 name=116 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=117 name=117 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=118 name=118 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=119 name=119 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=120 name=120 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=121 name=121 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=122 name=122 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=123 name=123 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=124 name=124 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=125 name=125 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=126 name=126 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=127 name=127 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=128 name=128 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=129 name=129 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=130 name=130 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=131 name=131 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=134 name=134 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=136 name=136 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=137 name=137 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=138 name=138 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=139 name=139 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=140 name=140 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=141 name=141 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=142 name=142 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=143 name=143 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=144 name=144 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=145 name=145 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=146 name=146 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=147 name=147 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=148 name=148 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=149 name=149 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=150 name=150 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=151 name=151 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=152 name=152 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=153 name=153 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=154 name=154 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=155 name=155 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=156 name=156 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=157 name=157 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=158 name=158 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=159 name=159 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=160 name=160 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=161 name=161 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=162 name=162 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=163 name=163 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=164 name=164 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=165 name=165 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=166 name=166 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=167 name=167 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=168 name=168 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=169 name=169 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=170 name=170 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=171 name=171 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=172 name=172 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=173 name=173 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=174 name=174 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=175 name=175 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=176 name=176 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=177 name=177 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=178 name=178 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=179 name=179 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=180 name=180 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=181 name=181 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=182 name=182 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=183 name=183 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=184 name=184 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=185 name=185 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=186 name=186 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=187 name=187 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=188 name=188 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=189 name=189 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=190 name=190 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=191 name=191 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=192 name=192 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=193 name=193 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=194 name=194 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=195 name=195 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=196 name=196 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=197 name=197 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=198 name=198 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=199 name=199 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=2 name=2 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=20 name=20 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=200 name=200 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=201 name=201 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=2010 name=2010 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=202 name=202 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=548 notes=1 sig=0xff7fffff
